URL,Texto,H1,H2,H3,H4,H5,H6,H7
https://en.wikipedia.org/wiki/Lofi_hip-hop,Lofi hip-hop,Hip hop,Lofi hip-hop,,,,,
https://en.wikipedia.org/wiki/Miami_bass,Miami bass,Hip hop,Miami bass,,,,,
https://en.wikipedia.org/wiki/Mumble_rap,Mumble rap,Hip hop,Mumble rap,,,,,
https://en.wikipedia.org/wiki/Nerdcore,Nerdcore,Hip hop,Nerdcore,,,,,
https://en.wikipedia.org/wiki/Chap_hop,Chap hop,Hip hop,Nerdcore,,Chap hop,,,
https://en.wikipedia.org/wiki/Political_hip-hop,Political hip-hop,Hip hop,Political hip-hop,,,,,
https://en.wikipedia.org/wiki/Political_hip-hop,Conscious hip-hop,Hip hop,Political hip-hop,,Conscious hip-hop,,,
https://en.wikipedia.org/wiki/Progressive_rap,Progressive rap,Hip hop,Progressive rap,,,,,
https://en.wikipedia.org/wiki/Christian_hip-hop,Christian hip-hop,Hip hop,Religious hip-hop,,Christian hip-hop,,,
https://en.wikipedia.org/wiki/Jewish_hip-hop,Jewish hip-hop,Hip hop,Religious hip-hop,,Jewish hip-hop,,,
https://en.wikipedia.org/wiki/Slab_(car),Slab music,Hip hop,Slab music,,,,,
https://en.wikipedia.org/wiki/Snap_music,Snap music,Hip hop,Snap music,,,,,
https://en.wikipedia.org/wiki/Southern_hip-hop,Southern hip-hop,Hip hop,Southern hip-hop,,,,,
https://en.wikipedia.org/wiki/Trap_music,Trap music,Hip hop,Trap music,,,,,
https://en.wikipedia.org/wiki/Drill_music,Drill music,Hip hop,Trap music,,Drill music,,,
https://en.wikipedia.org/wiki/Brooklyn_drill,Brooklyn drill,Hip hop,Trap music,,Drill music,Brooklyn drill,,
https://en.wikipedia.org/wiki/UK_drill,UK drill,Hip hop,Trap music,,Drill music,UK drill,,
https://en.wikipedia.org/wiki/Latin_trap,Latin trap,Hip hop,Trap music,,Latin trap,,,
https://en.wikipedia.org/wiki/Phonk,Phonk,Hip hop,Trap music,,Phonk,,,
https://en.wikipedia.org/wiki/Plugg_(music),Plugg,Hip hop,Trap music,,Plugg,,,
https://en.wikipedia.org/wiki/Pluggnb,Pluggnb,Hip hop,Trap music,,Plugg,Pluggnb,,
https://en.wikipedia.org/wiki/Rage_(music_genre),Rage,Hip hop,Trap music,,Rage,,,
https://en.wikipedia.org/wiki/Working_on_Dying,Tread rap,Hip hop,Trap music,,Tread rap,,,
https://en.wikipedia.org/wiki/Turntablism,Turntablism,Hip hop,Turntablism,,,,,
https://en.wikipedia.org/wiki/Underground_hip-hop,Underground hip-hop,Hip hop,Underground hip-hop,,,,,
https://en.wikipedia.org/wiki/West_Coast_hip-hop,West Coast hip-hop,Hip hop,West Coast hip-hop,,,,,
https://en.wikipedia.org/wiki/Country_rap,Country rap,Hip hop,Country rap,,,,,
https://en.wikipedia.org/wiki/Hyperpop,Digicore,Hip hop,Digicore,,,,,
https://en.wikipedia.org/wiki/Electro_(music),Electro,Hip hop,Electro,,,,,
https://en.wikipedia.org/wiki/Emo_rap,Emo rap,Hip hop,Emo rap,,,,,
https://en.wikipedia.org/wiki/Hip-hop_soul,Hip-hop soul,Hip hop,Hip-hop soul,,,,,
https://en.wikipedia.org/wiki/Neo_soul,Neo soul,Hip hop,Hip-hop soul,,Neo soul,,,
https://en.wikipedia.org/wiki/Hip_house,Hip house,Hip hop,Hip house,,,,,
https://en.wikipedia.org/wiki/Industrial_hip-hop,Industrial hip-hop,Hip hop,Industrial hip-hop,,,,,
https://en.wikipedia.org/wiki/Jazz_rap,Jazz rap,Hip hop,Jazz rap,,,,,
https://en.wikipedia.org/wiki/New_jack_swing,New jack swing,Hip hop,New jack swing,,,,,
https://en.wikipedia.org/wiki/Pop_rap,Pop rap,Hip hop,Pop rap,,,,,
https://en.wikipedia.org/wiki/Punk_rap,Punk rap,Hip hop,Punk rap,,,,,
https://en.wikipedia.org/wiki/Ragga,Ragga hip-hop,Hip hop,Ragga hip-hop,,,,,
https://en.wikipedia.org/wiki/Rap_opera,Rap opera,Hip hop,Rap opera,,,,,
https://en.wikipedia.org/wiki/Rap_rock,Rap rock,Hip hop,Rap rock,,,,,
https://en.wikipedia.org/wiki/Rap_metal,Rap metal,Hip hop,Rap rock,,Rap metal,,,
https://en.wikipedia.org/wiki/Rap_metal,Trap metal,Hip hop,Rap rock,,Rap metal,Trap metal,,
https://en.wikipedia.org/wiki/Hardcore_punk,Rapcore,Hip hop,Rap rock,,Rapcore,,,
https://en.wikipedia.org/wiki/Trip_hop,Trip hop,Hip hop,Trip hop,,,,,
https://en.wikipedia.org/wiki/Acid_jazz,Acid jazz,Jazz,Acid jazz,,,,,
https://en.wikipedia.org/wiki/Afro-Cuban_jazz,Afro-Cuban jazz,Jazz,Afro-Cuban jazz,,,,,
https://en.wikipedia.org/wiki/Alt-jazz,Alt-jazz,Jazz,Alt-jazz,,,,,
https://en.wikipedia.org/wiki/Avant-garde_jazz,Avant-garde jazz,Jazz,Avant-garde jazz,,,,,
https://en.wikipedia.org/wiki/Bebop,Bebop,Jazz,Bebop,,,,,
https://en.wikipedia.org/wiki/Big_band,Big band,Jazz,Big band,,,,,
https://en.wikipedia.org/wiki/Boogie-woogie,Boogie-woogie,Jazz,Boogie-woogie,,,,,
https://en.wikipedia.org/wiki/Bossa_nova,Bossa nova,Jazz,Bossa nova,,,,,
https://en.wikipedia.org/wiki/Brazilian_jazz,Brazilian jazz,Jazz,Brazilian jazz,,,,,
https://en.wikipedia.org/wiki/British_dance_band,British dance band,Jazz,British dance band,,,,,
https://en.wikipedia.org/wiki/Cape_jazz,Cape jazz,Jazz,Cape jazz,,,,,
https://en.wikipedia.org/wiki/Chamber_jazz,Chamber jazz,Jazz,Chamber jazz,,,,,
https://en.wikipedia.org/wiki/Continental_jazz,Continental jazz,Jazz,Continental jazz,,,,,
https://en.wikipedia.org/wiki/Cool_jazz,Cool jazz,Jazz,Cool jazz,,,,,
https://en.wikipedia.org/wiki/Crossover_jazz,Crossover jazz,Jazz,Crossover jazz,,,,,
https://en.wikipedia.org/wiki/Dixieland,Dixieland,Jazz,Dixieland,,,,,
https://en.wikipedia.org/wiki/Ethno_jazz,Ethno jazz,Jazz,Ethno jazz,,,,,
https://en.wikipedia.org/wiki/European_free_jazz,European free jazz,Jazz,European free jazz,,,,,
https://en.wikipedia.org/wiki/Free_funk,Free funk,Jazz,Free funk,,,,,
https://en.wikipedia.org/wiki/Free_improvisation,Free improvisation,Jazz,Free improvisation,,,,,
https://en.wikipedia.org/wiki/Free_jazz,Free jazz,Jazz,Free jazz,,,,,
https://en.wikipedia.org/wiki/Gypsy_jazz,Gypsy jazz,Jazz,Gypsy jazz,,,,,
https://en.wikipedia.org/wiki/Hard_bop,Hard bop,Jazz,Hard bop,,,,,
https://en.wikipedia.org/wiki/Jazz_blues,Jazz blues,Jazz,Jazz blues,,,,,
https://en.wikipedia.org/wiki/Jazz-funk,Jazz-funk,Jazz,Jazz-funk,,,,,
https://en.wikipedia.org/wiki/Jazz_fusion,Jazz fusion,Jazz,Jazz fusion,,,,,
https://en.wikipedia.org/wiki/Jazz_rap,Jazz rap,Jazz,Jazz rap,,,,,
https://en.wikipedia.org/wiki/Jazz_rock,Jazz rock,Jazz,Jazz rock,,,,,
https://en.wikipedia.org/wiki/Jazztronica,Jazztronica,Jazz,Jazztronica,,,,,
https://en.wikipedia.org/wiki/Kansas_City_jazz,Kansas City jazz,Jazz,Kansas City jazz,,,,,
https://en.wikipedia.org/wiki/Latin_jazz,Latin jazz,Jazz,Latin jazz,,,,,
https://en.wikipedia.org/wiki/Livetronica,Livetronica,Jazz,Livetronica,,,,,
https://en.wikipedia.org/wiki/M-Base,M-base,Jazz,M-base,,,,,
https://en.wikipedia.org/wiki/Mainstream_jazz,Mainstream jazz,Jazz,Mainstream jazz,,,,,
https://en.wikipedia.org/wiki/Modal_jazz,Modal jazz,Jazz,Modal jazz,,,,,
https://en.wikipedia.org/wiki/Neo-bop_jazz,Neo-bop jazz,Jazz,Neo-bop jazz,,,,,
https://en.wikipedia.org/wiki/Neo-swing,Neo-swing,Jazz,Neo-swing,,,,,
https://en.wikipedia.org/wiki/Nu_jazz,Nu jazz,Jazz,Nu jazz,,,,,
https://en.wikipedia.org/wiki/Orchestral_jazz,Orchestral jazz,Jazz,Orchestral jazz,,,,,
https://en.wikipedia.org/wiki/Post-bop,Post-bop,Jazz,Post-bop,,,,,
https://en.wikipedia.org/wiki/Progressive_jazz,Progressive jazz,Jazz,Progressive jazz,,,,,
https://en.wikipedia.org/wiki/Punk_jazz,Punk jazz,Jazz,Punk jazz,,,,,
https://en.wikipedia.org/wiki/Samba-jazz,Samba-jazz,Jazz,Samba-jazz,,,,,
https://en.wikipedia.org/wiki/Shibuya-kei,Shibuya-kei,Jazz,Shibuya-kei,,,,,
https://en.wikipedia.org/wiki/Ska_jazz,Ska jazz,Jazz,Ska jazz,,,,,
https://en.wikipedia.org/wiki/Smooth_jazz,Smooth jazz,Jazz,Smooth jazz,,,,,
https://en.wikipedia.org/wiki/Soul_jazz,Soul jazz,Jazz,Soul jazz,,,,,
https://en.wikipedia.org/wiki/Straight-ahead_jazz,Straight-ahead jazz,Jazz,Straight-ahead jazz,,,,,
https://en.wikipedia.org/wiki/Stride_jazz,Stride jazz,Jazz,Stride jazz,,,,,
https://en.wikipedia.org/wiki/Swing_music,Swing,Jazz,Swing,,,,,
https://en.wikipedia.org/wiki/Trad_jazz,Trad jazz,Jazz,Trad jazz,,,,,
https://en.wikipedia.org/wiki/Third_stream,Third stream,Jazz,Third stream,,,,,
https://en.wikipedia.org/wiki/Vocal_jazz,Vocal jazz,Jazz,Vocal jazz,,,,,
https://en.wikipedia.org/wiki/West_Coast_jazz,West Coast jazz,Jazz,West Coast jazz,,,,,
https://en.wikipedia.org/wiki/Adult_contemporary,Adult contemporary,Pop,Adult contemporary,,,,,
https://en.wikipedia.org/wiki/Adult_hits,Adult hits,Pop,Adult hits,,,,,
https://en.wikipedia.org/wiki/Alternative_pop,Alternative pop,Pop,Alternative pop,,,,,
https://en.wikipedia.org/wiki/Ambient_pop,Ambient pop,Pop,Ambient pop,,,,,
https://en.wikipedia.org/wiki/Arabic_pop_music,Arabic pop music,Pop,Arabic pop music,,,,,
https://en.wikipedia.org/wiki/Art_pop,Art pop,Pop,Art pop,,,,,
https://en.wikipedia.org/wiki/Avant-pop,Avant-pop,Pop,Avant-pop,,,,,
https://en.wikipedia.org/wiki/Baroque_pop,Baroque pop,Pop,Baroque pop,,,,,
https://en.wikipedia.org/wiki/Beach_music,Beach music,Pop,Beach music,,,,,
https://en.wikipedia.org/wiki/Bedroom_pop,Bedroom pop,Pop,Bedroom pop,,,,,
https://en.wikipedia.org/wiki/Brill_Building_(genre),Brill building,Pop,Brill building,,,,,
https://en.wikipedia.org/wiki/Britpop,Britpop,Pop,Britpop,,,,,
https://en.wikipedia.org/wiki/Bubblegum_pop,Bubblegum pop,Pop,Bubblegum pop,,,,,
https://en.wikipedia.org/wiki/C-pop,C-pop,Pop,C-pop,,,,,
https://en.wikipedia.org/wiki/Cantopop,Cantopop,Pop,C-pop,,Cantopop,,,
https://en.wikipedia.org/wiki/Hokkien_pop,Hokkien pop,Pop,C-pop,,Hokkien pop,,,
https://en.wikipedia.org/wiki/Mandopop,Mandopop,Pop,C-pop,,Mandopop,,,
https://en.wikipedia.org/wiki/Canción,Canción,Pop,Canción,,,,,
https://en.wikipedia.org/wiki/Canzone,Canzone,Pop,Canzone,,,,,
https://en.wikipedia.org/wiki/Chalga,Chalga,Pop,Chalga,,,,,
https://en.wikipedia.org/wiki/Chamber_pop,Chamber pop,Pop,Chamber pop,,,,,
https://en.wikipedia.org/wiki/Chanson,Chanson,Pop,Chanson,,,,,
https://en.wikipedia.org/wiki/Christian_pop,Christian pop,Pop,Christian pop,,,,,
https://en.wikipedia.org/wiki/Classic_hits,Classic hits,Pop,Classic hits,,,,,
https://en.wikipedia.org/wiki/Classical_crossover,Classical crossover,Pop,Classical crossover,,,,,
https://en.wikipedia.org/wiki/Contemporary_hit_radio,Contemporary hit radio,Pop,Contemporary hit radio,,,,,
https://en.wikipedia.org/wiki/Country_pop,Country pop,Pop,Country pop,,,,,
https://en.wikipedia.org/wiki/Cringe_pop,Cringe pop,Pop,Cringe pop,,,,,
https://en.wikipedia.org/wiki/Dance-pop,Dance-pop,Pop,Dance-pop,,,,,
https://en.wikipedia.org/wiki/Dark_pop,Dark pop,Pop,Dark pop,,,,,
https://en.wikipedia.org/wiki/Disco_polo,Disco polo,Pop,Disco polo,,,,,
https://en.wikipedia.org/wiki/Electropop,Electropop,Pop,Electropop,,,,,
https://en.wikipedia.org/wiki/Europop,Europop,Pop,Europop,,,,,
https://en.wikipedia.org/wiki/Austropop,Austropop,Pop,Europop,,Austropop,,,
https://en.wikipedia.org/wiki/Eurobeat,Eurobeat,Pop,Europop,,Eurobeat,,,
https://en.wikipedia.org/wiki/French_pop_music,French pop,Pop,Europop,,French pop,,,
https://en.wikipedia.org/wiki/Italo_dance,Italo dance,Pop,Europop,,Italo dance,,,
https://en.wikipedia.org/wiki/Italo_disco,Italo disco,Pop,Europop,,Italo disco,,,
https://en.wikipedia.org/wiki/Laïkó,Laïkó,Pop,Europop,,Laïkó,,,
https://en.wikipedia.org/wiki/Nederpop,Nederpop,Pop,Europop,,Nederpop,,,
https://en.wikipedia.org/wiki/Neomelodic_music,Neomelodic music,Pop,Europop,,Neomelodic music,,,
https://en.wikipedia.org/wiki/Nordic_popular_music,Nordic popular music,Pop,Europop,,Nordic popular music,,,
https://en.wikipedia.org/wiki/Russian_pop,Russian pop,Pop,Europop,,Russian pop,,,
https://en.wikipedia.org/wiki/Folk_pop,Folk pop,Pop,Folk pop,,,,,
https://en.wikipedia.org/wiki/Hyperpop,Hyperpop,Pop,Hyperpop,,,,,
https://en.wikipedia.org/wiki/Indie_pop,Indie pop,Pop,Indie pop,,,,,
https://en.wikipedia.org/wiki/Twee_pop,Twee pop,Pop,Indie pop,,Twee pop,,,
https://en.wikipedia.org/wiki/Indian_pop,Indian pop,Pop,Indian pop,,,,,
https://en.wikipedia.org/wiki/Iranian_pop,Iranian pop,Pop,Iranian pop,,,,,
https://en.wikipedia.org/wiki/J-pop,J-pop,Pop,J-pop,,,,,
https://en.wikipedia.org/wiki/Anime_song,Anime song,Pop,J-pop,,Anime song,,,
https://en.wikipedia.org/wiki/City_pop,City pop,Pop,J-pop,,City pop,,,
https://en.wikipedia.org/wiki/Shibuya-kei,Shibuya-kei,Pop,J-pop,,Shibuya-kei,,,
https://en.wikipedia.org/wiki/Jangle_pop,Jangle pop,Pop,Jangle pop,,,,,
https://en.wikipedia.org/wiki/Jazz_pop,Jazz pop,Pop,Jazz pop,,,,,
https://en.wikipedia.org/wiki/K-pop,K-pop,Pop,K-pop,,,,,
https://en.wikipedia.org/wiki/Korean_hip_hop,Korean hip hop,Pop,K-pop,,Korean hip hop,,,
https://en.wikipedia.org/wiki/Korean_rock,Korean rock,Pop,K-pop,,Korean rock,,,
https://en.wikipedia.org/wiki/T%27ong_guitar,T'ong guitar,Pop,K-pop,,T'ong guitar,,,
https://en.wikipedia.org/wiki/Trot_(music),Trot,Pop,K-pop,,Trot,,,
https://en.wikipedia.org/wiki/Latin_ballad,Latin ballad,Pop,Latin ballad,,,,,
https://en.wikipedia.org/wiki/Latin_pop,Latin pop,Pop,Latin pop,,,,,
https://en.wikipedia.org/wiki/Mexican_pop_music,Mexican pop,Pop,Latin pop,,Mexican pop,,,
https://en.wikipedia.org/wiki/New_pop,New pop,Pop,New pop,,,,,
https://en.wikipedia.org/wiki/New_Romantic,New Romantic,Pop,New Romantic,,,,,
https://en.wikipedia.org/wiki/Oldies,Oldies,Pop,Oldies,,,,,
https://en.wikipedia.org/wiki/Operatic_pop,Operatic pop,Pop,Operatic pop,,,,,
https://en.wikipedia.org/wiki/Original_Pilipino_Music,OPM,Pop,OPM,,,,,
https://en.wikipedia.org/wiki/Pinoy_pop,Pinoy pop,Pop,OPM,,Pinoy pop,,,
https://en.wikipedia.org/wiki/Pop_rap,Pop rap,Pop,Pop rap,,,,,
https://en.wikipedia.org/wiki/Pop_rock,Pop rock,Pop,Pop rock,,,,,
https://en.wikipedia.org/wiki/Pop_punk,Pop punk,Pop,Pop rock,,Pop punk,,,
https://en.wikipedia.org/wiki/Emo_pop,Emo pop,Pop,Pop rock,,Pop punk,Emo pop,,
https://en.wikipedia.org/wiki/Neon_pop,Neon pop,Pop,Pop rock,,Pop punk,Neon pop,,
https://en.wikipedia.org/wiki/Power_pop,Power pop,Pop,Pop rock,,Power pop,,,
https://en.wikipedia.org/wiki/Soft_rock,Soft rock,Pop,Pop rock,,Soft rock,,,
https://en.wikipedia.org/wiki/Surf_pop,Surf pop,Pop,Pop rock,,Surf pop,,,
https://en.wikipedia.org/wiki/Yacht_rock,Yacht rock,Pop,Pop rock,,Yacht rock,,,
https://en.wikipedia.org/wiki/Pop_soul,Pop soul,Pop,Pop soul,,,,,
https://en.wikipedia.org/wiki/Progressive_pop,Progressive pop,Pop,Progressive pop,,,,,
https://en.wikipedia.org/wiki/Psychedelic_pop,Psychedelic pop,Pop,Psychedelic pop,,,,,
https://en.wikipedia.org/wiki/Rebetiko,Rebetiko,Pop,Rebetiko,,,,,
https://en.wikipedia.org/wiki/Rhythmic_adult_contemporary,Rhythmic adult contemporary,Pop,Rhythmic adult contemporary,,,,,
https://en.wikipedia.org/wiki/Rhythmic_contemporary,Rhythmic contemporary,Pop,Rhythmic contemporary,,,,,
https://en.wikipedia.org/wiki/Rhythmic_oldies,Rhythmic oldies,Pop,Rhythmic oldies,,,,,
https://en.wikipedia.org/wiki/Schlager_music,Schlager,Pop,Schlager,,,,,
https://en.wikipedia.org/wiki/Sophisti-pop,Sophisti-pop,Pop,Sophisti-pop,,,,,
https://en.wikipedia.org/wiki/Space_age_pop,Space age pop,Pop,Space age pop,,,,,
https://en.wikipedia.org/wiki/Sunshine_pop,Sunshine pop,Pop,Sunshine pop,,,,,
https://en.wikipedia.org/wiki/Swamp_pop,Swamp pop,Pop,Swamp pop,,,,,
https://en.wikipedia.org/wiki/Synth-pop,Synth-pop,Pop,Synth-pop,,,,,
https://en.wikipedia.org/wiki/Teen_pop,Teen pop,Pop,Teen pop,,,,,
https://en.wikipedia.org/wiki/Traditional_pop,Traditional pop,Pop,Traditional pop,,,,,
https://en.wikipedia.org/wiki/Turbo-folk,Turbo-folk,Pop,Turbo-folk,,,,,
https://en.wikipedia.org/wiki/Turkish_pop_music,Turkish pop,Pop,Turkish pop,,,,,
https://en.wikipedia.org/wiki/Urban_adult_contemporary,Urban adult contemporary,Pop,Urban adult contemporary,,,,,
https://en.wikipedia.org/wiki/Urban_contemporary_music,Urban contemporary music,Pop,Urban contemporary music,,,,,
https://en.wikipedia.org/wiki/Vispop,Vispop,Pop,Vispop,,,,,
https://en.wikipedia.org/wiki/Wonky_pop,Wonky pop,Pop,Wonky pop,,,,,
https://en.wikipedia.org/wiki/Worldbeat,Worldbeat,Pop,Worldbeat,,,,,
https://en.wikipedia.org/wiki/Yé-yé,Yé-yé,Pop,Yé-yé,,,,,
https://en.wikipedia.org/wiki/Alternative_R%26B,Alternative R&B,R&B & soul,Alternative R&B,,,,,
https://en.wikipedia.org/wiki/Contemporary_R%26B,Contemporary R&B,R&B & soul,Contemporary R&B,,,,,
https://en.wikipedia.org/wiki/Disco,Disco,R&B & soul,Disco,,,,,
https://en.wikipedia.org/wiki/Freestyle_music,Freestyle,R&B & soul,Freestyle,,,,,
https://en.wikipedia.org/wiki/Go-go,Go-go,R&B & soul,Freestyle,,Go-go,,,
https://en.wikipedia.org/wiki/Funk,Funk,R&B & soul,Funk,,,,,
https://en.wikipedia.org/wiki/Deep_funk,Deep funk,R&B & soul,Funk,,Deep funk,,,
https://en.wikipedia.org/wiki/Minneapolis_Sound,Minneapolis Sound,R&B & soul,Funk,,Minneapolis Sound,,,
https://en.wikipedia.org/wiki/Psychedelic_funk,Psychedelic funk,R&B & soul,Funk,,Psychedelic funk,,,
https://en.wikipedia.org/wiki/Synth-funk,Synth-funk,R&B & soul,Funk,,Synth-funk,,,
https://en.wikipedia.org/wiki/Gospel_music,Gospel music,R&B & soul,Gospel music,,,,,
https://en.wikipedia.org/wiki/Southern_gospel,Southern gospel,R&B & soul,Gospel music,,Southern gospel,,,
https://en.wikipedia.org/wiki/Urban_contemporary_gospel,Urban contemporary gospel,R&B & soul,Gospel music,,Urban contemporary gospel,,,
https://en.wikipedia.org/wiki/New_jack_swing,New jack swing,R&B & soul,New jack swing,,,,,
https://en.wikipedia.org/wiki/Post-disco,Post-disco,R&B & soul,Post-disco,,,,,
https://en.wikipedia.org/wiki/Boogie_(genre),Boogie,R&B & soul,Post-disco,,Boogie,,,
https://en.wikipedia.org/wiki/Rhythm_and_blues,Rhythm and blues,R&B & soul,Rhythm and blues,,,,,
https://en.wikipedia.org/wiki/Doo-wop,Doo-wop,R&B & soul,Rhythm and blues,,Doo-wop,,,
https://en.wikipedia.org/wiki/Soul_music,Soul,R&B & soul,Soul,,,,,
https://en.wikipedia.org/wiki/Blue-eyed_soul,Blue-eyed soul,R&B & soul,Soul,,Blue-eyed soul,,,
https://en.wikipedia.org/wiki/Brown-eyed_soul,Brown-eyed soul,R&B & soul,Soul,,Brown-eyed soul,,,
https://en.wikipedia.org/wiki/Cinematic_soul,Cinematic soul,R&B & soul,Soul,,Cinematic soul,,,
https://en.wikipedia.org/wiki/Classic_soul,Classic soul,R&B & soul,Soul,,Classic soul,,,
https://en.wikipedia.org/wiki/Hip_hop_soul,Hip hop soul,R&B & soul,Soul,,Hip hop soul,,,
https://en.wikipedia.org/wiki/Neo_soul,Neo soul,R&B & soul,Soul,,Neo soul,,,
https://en.wikipedia.org/wiki/Northern_soul,Northern soul,R&B & soul,Soul,,Northern soul,,,
https://en.wikipedia.org/wiki/Progressive_soul,Progressive soul,R&B & soul,Soul,,Progressive soul,,,
https://en.wikipedia.org/wiki/Psychedelic_soul,Psychedelic soul,R&B & soul,Soul,,Psychedelic soul,,,
https://en.wikipedia.org/wiki/Quiet_storm,Quiet storm,R&B & soul,Soul,,Quiet storm,,,
https://en.wikipedia.org/wiki/Southern_soul,Southern soul,R&B & soul,Soul,,Southern soul,,,
https://en.wikipedia.org/wiki/Active_rock,Active rock,Rock,Active rock,,,,,
https://en.wikipedia.org/wiki/Adult_album_alternative,Adult album alternative,Rock,Adult album alternative,,,,,
https://en.wikipedia.org/wiki/Soft_rock,Adult-oriented rock,Rock,Adult-oriented rock,,,,,
https://en.wikipedia.org/wiki/Afro_rock,Afro rock,Rock,Afro rock,,,,,
https://en.wikipedia.org/wiki/Album_oriented_rock,Album oriented rock,Rock,Album oriented rock,,,,,
https://en.wikipedia.org/wiki/Alternative_rock,Alternative rock,Rock,Alternative rock,,,,,
https://en.wikipedia.org/wiki/Alternative_dance,Alternative dance,Rock,Alternative rock,,Alternative dance,,,
https://en.wikipedia.org/wiki/College_rock,College rock,Rock,Alternative rock,,College rock,,,
https://en.wikipedia.org/wiki/Dream_pop,Dream pop,Rock,Alternative rock,,Dream pop,,,
https://en.wikipedia.org/wiki/Shoegaze,Shoegaze,Rock,Alternative rock,,Dream pop,Shoegaze,,
https://en.wikipedia.org/wiki/Blackgaze,Blackgaze,Rock,Alternative rock,,Dream pop,Shoegaze,Blackgaze,
https://en.wikipedia.org/wiki/Grunge,Grunge,Rock,Alternative rock,,Grunge,,,
https://en.wikipedia.org/wiki/Post-grunge,Post-grunge,Rock,Alternative rock,,Grunge,Post-grunge,,
https://en.wikipedia.org/wiki/Indie_rock,Indie rock,Rock,Alternative rock,,Indie rock,,,
https://en.wikipedia.org/wiki/Dunedin_sound,Dunedin sound,Rock,Alternative rock,,Indie rock,Dunedin sound,,
https://en.wikipedia.org/wiki/Kindie_rock,Kindie rock,Rock,Alternative rock,,Indie rock,Kindie rock,,
https://en.wikipedia.org/wiki/Math_rock,Math rock,Rock,Alternative rock,,Indie rock,Math rock,,
https://en.wikipedia.org/wiki/Midwest_emo,Midwest emo,Rock,Alternative rock,,Indie rock,Midwest emo,,
https://en.wikipedia.org/wiki/Post-punk_revival,Post-punk revival,Rock,Alternative rock,,Indie rock,Post-punk revival,,
https://en.wikipedia.org/wiki/Slacker_rock,Slacker rock,Rock,Alternative rock,,Indie rock,Slacker rock,,
https://en.wikipedia.org/wiki/Madchester,Madchester,Rock,Alternative rock,,Madchester,,,
https://en.wikipedia.org/wiki/Baggy,Baggy,Rock,Alternative rock,,Madchester,Baggy,,
https://en.wikipedia.org/wiki/Noise_pop,Noise pop,Rock,Alternative rock,,Noise pop,,,
https://en.wikipedia.org/wiki/Sadcore,Sadcore,Rock,Alternative rock,,Sadcore,,,
https://en.wikipedia.org/wiki/Slowcore,Slowcore,Rock,Alternative rock,,Slowcore,,,
https://en.wikipedia.org/wiki/American_rock,American rock,Rock,American rock,,,,,
https://en.wikipedia.org/wiki/Anatolian_rock,Anatolian rock,Rock,Anatolian rock,,,,,
https://en.wikipedia.org/wiki/Arabic_rock,Arabic rock,Rock,Arabic rock,,,,,
https://en.wikipedia.org/wiki/Arena_rock,Arena rock,Rock,Arena rock,,,,,
https://en.wikipedia.org/wiki/Blues-rock,Blues-rock,Rock,Blues-rock,,,,,
https://en.wikipedia.org/wiki/Beat_music,Beat,Rock,Beat,,,,,
https://en.wikipedia.org/wiki/British_Invasion,British Invasion,Rock,Beat,,British Invasion,,,
https://en.wikipedia.org/wiki/Freakbeat,Freakbeat,Rock,Beat,,Freakbeat,,,
https://en.wikipedia.org/wiki/Mod_(subculture),Mod (subculture),Rock,Beat,,Mod (subculture),,,
https://en.wikipedia.org/wiki/Nederbeat,Nederbeat,Rock,Beat,,Nederbeat,,,
https://en.wikipedia.org/wiki/Blues_rock,Blues rock,Rock,Blues rock,,,,,
https://en.wikipedia.org/wiki/Boogie_rock,Boogie rock,Rock,Blues rock,,Boogie rock,,,
https://en.wikipedia.org/wiki/Brazilian_rock,Brazilian rock,Rock,Brazilian rock,,,,,
https://en.wikipedia.org/wiki/Samba_rock,Samba rock,Rock,Brazilian rock,,Samba rock,,,
https://en.wikipedia.org/wiki/British_rock_music,British rock music,Rock,British rock music,,,,,
https://en.wikipedia.org/wiki/Chinese_rock,Chinese rock,Rock,Chinese rock,,,,,
https://en.wikipedia.org/wiki/Christian_rock,Christian rock,Rock,Christian rock,,,,,
https://en.wikipedia.org/wiki/Classic_rock,Classic rock,Rock,Classic rock,,,,,
https://en.wikipedia.org/wiki/Comedy_rock,Comedy rock,Rock,Comedy rock,,,,,
https://en.wikipedia.org/wiki/Country_rock,Country rock,Rock,Country rock,,,,,
https://en.wikipedia.org/wiki/Dark_cabaret,Dark cabaret,Rock,Dark cabaret,,,,,
https://en.wikipedia.org/wiki/Death_%27n%27_roll,Death 'n' roll,Rock,Death 'n' roll,,,,,
https://en.wikipedia.org/wiki/Deathrock,Deathrock,Rock,Deathrock,,,,,
https://en.wikipedia.org/wiki/Palm_Desert_Scene,Desert rock,Rock,Desert rock,,,,,
https://en.wikipedia.org/wiki/Electronic_rock,Electronic rock,Rock,Electronic rock,,,,,
https://en.wikipedia.org/wiki/Electroclash,Electroclash,Rock,Electronic rock,,Electroclash,,,
https://en.wikipedia.org/wiki/Electronicore,Electronicore,Rock,Electronic rock,,Electronicore,,,
https://en.wikipedia.org/wiki/Cold_wave_(music),Cold wave,Rock,Electronic rock,,Electronicore,Cold wave,,
https://en.wikipedia.org/wiki/Dark_wave,Dark wave,Rock,Electronic rock,,Electronicore,Dark wave,,
